Freq,Real,Imag,|Z|/Ohm,Phase(Z)/deg,Re(Y)/Ohm-1,Im(Y)/Ohm-1,|Y|/Ohm-1,Phase(Y)/deg
1.03E+02,2.72E+01,2.19E+00,2.73E+01,-4.61E+00,3.65E-02,2.95E-03,3.67E-02,4.61E+00
8.18E+01,2.74E+01,2.15E+00,2.75E+01,-4.49E+00,3.62E-02,2.85E-03,3.64E-02,4.49E+00
6.49E+01,2.76E+01,2.12E+00,2.77E+01,-4.39E+00,3.60E-02,2.76E-03,3.61E-02,4.39E+00
5.14E+01,2.79E+01,2.12E+00,2.80E+01,-4.34E+00,3.56E-02,2.70E-03,3.57E-02,4.34E+00
4.08E+01,2.82E+01,2.13E+00,2.82E+01,-4.33E+00,3.53E-02,2.67E-03,3.54E-02,4.33E+00
3.23E+01,2.84E+01,2.17E+00,2.85E+01,-4.36E+00,3.50E-02,2.67E-03,3.51E-02,4.36E+00
2.57E+01,2.87E+01,2.24E+00,2.88E+01,-4.46E+00,3.46E-02,2.70E-03,3.48E-02,4.46E+00
2.04E+01,2.90E+01,2.29E+00,2.91E+01,-4.51E+00,3.43E-02,2.71E-03,3.44E-02,4.51E+00
1.61E+01,2.93E+01,2.37E+00,2.94E+01,-4.62E+00,3.39E-02,2.75E-03,3.41E-02,4.62E+00
1.28E+01,2.96E+01,2.49E+00,2.97E+01,-4.82E+00,3.36E-02,2.83E-03,3.37E-02,4.82E+00
1.02E+01,2.99E+01,2.61E+00,3.00E+01,-5.00E+00,3.32E-02,2.91E-03,3.34E-02,5.00E+00
8.05E+00,3.02E+01,2.81E+00,3.03E+01,-5.32E+00,3.29E-02,3.06E-03,3.30E-02,5.32E+00
6.39E+00,3.05E+01,3.01E+00,3.07E+01,-5.63E+00,3.25E-02,3.20E-03,3.26E-02,5.63E+00
5.07E+00,3.09E+01,3.22E+00,3.11E+01,-5.95E+00,3.20E-02,3.34E-03,3.22E-02,5.95E+00
4.02E+00,3.13E+01,3.49E+00,3.15E+01,-6.37E+00,3.16E-02,3.53E-03,3.18E-02,6.37E+00
3.19E+00,3.17E+01,3.82E+00,3.19E+01,-6.86E+00,3.11E-02,3.74E-03,3.13E-02,6.86E+00
2.53E+00,3.22E+01,4.19E+00,3.24E+01,-7.42E+00,3.06E-02,3.98E-03,3.08E-02,7.42E+00
2.00E+00,3.27E+01,4.61E+00,3.30E+01,-8.03E+00,3.00E-02,4.23E-03,3.03E-02,8.03E+00
1.59E+00,3.32E+01,5.12E+00,3.36E+01,-8.77E+00,2.94E-02,4.54E-03,2.98E-02,8.77E+00
1.26E+00,3.37E+01,5.68E+00,3.42E+01,-9.57E+00,2.89E-02,4.86E-03,2.93E-02,9.57E+00
1.00E+00,3.43E+01,6.34E+00,3.49E+01,-1.05E+01,2.82E-02,5.20E-03,2.87E-02,1.05E+01
